i;date;currency;open;high;low;close;volume
320;2023-11-10 19:45:00;AAPL;186.0100;186.2600;186.0000;186.2600;8687
321;2023-11-10 19:30:00;AAPL;186.0900;186.1000;186.0000;186.0300;8566
322;2023-11-10 19:15:00;AAPL;186.0300;186.1400;186.0200;186.0900;6360
323;2023-11-10 19:00:00;AAPL;186.0500;186.0500;186.0000;186.0350;2866
324;2023-11-10 18:45:00;AAPL;186.0200;186.0700;185.9900;186.0250;4717
325;2023-11-10 18:30:00;AAPL;186.0800;186.1000;186.0000;186.0300;2962
326;2023-11-10 18:15:00;AAPL;186.0100;186.1000;186.0000;186.0800;8798
327;2023-11-10 18:00:00;AAPL;186.0100;186.0400;185.9400;186.0100;13328
328;2023-11-10 17:45:00;AAPL;186.0000;186.0400;185.9500;186.0100;16176
329;2023-11-10 17:30:00;AAPL;186.0600;186.0700;181.6570;185.9500;18253
330;2023-11-10 17:15:00;AAPL;186.0750;186.4000;177.9770;185.9400;55242
331;2023-11-10 17:00:00;AAPL;182.1700;186.4000;182.1700;186.0750;98165
332;2023-11-10 16:45:00;AAPL;186.1200;186.4000;186.0200;186.1100;664496
333;2023-11-10 16:30:00;AAPL;186.2400;186.4000;176.6200;186.1500;329116
334;2023-11-10 16:15:00;AAPL;186.3700;186.4000;186.2300;186.2600;69185
335;2023-11-10 16:00:00;AAPL;186.3400;186.5100;186.0900;186.3700;22750640
336;2023-11-10 15:45:00;AAPL;186.1100;186.5650;186.0930;186.3400;7171563
337;2023-11-10 15:30:00;AAPL;186.1100;186.1700;185.9550;186.1200;2284371
338;2023-11-10 15:15:00;AAPL;185.7500;186.1300;185.7300;186.1100;2526652
339;2023-11-10 15:00:00;AAPL;185.5850;185.8200;185.5800;185.7550;1102467
340;2023-11-10 14:45:00;AAPL;185.7000;185.7600;185.5550;185.5800;1003672
341;2023-11-10 14:30:00;AAPL;185.8500;185.8700;185.5800;185.7000;2225742
342;2023-11-10 14:15:00;AAPL;185.8800;185.9750;185.7900;185.8500;996184
343;2023-11-10 14:00:00;AAPL;185.7500;185.9450;185.7000;185.8840;1314421
344;2023-11-10 13:45:00;AAPL;185.7700;185.8300;185.5700;185.7400;1156913
345;2023-11-10 13:30:00;AAPL;185.4050;185.8200;185.4000;185.7700;1690532
346;2023-11-10 13:15:00;AAPL;185.2900;185.5100;185.1600;185.4050;1298305
347;2023-11-10 13:00:00;AAPL;185.2800;185.4000;185.2150;185.2900;1124483
348;2023-11-10 12:45:00;AAPL;185.2400;185.4300;185.1800;185.2840;1369981
349;2023-11-10 12:30:00;AAPL;184.9400;185.3800;184.8800;185.2450;2686606
350;2023-11-10 12:15:00;AAPL;184.9000;185.0000;184.8000;184.9400;1098780
351;2023-11-10 12:00:00;AAPL;184.7300;184.9600;184.6600;184.9080;1200753
352;2023-11-10 11:45:00;AAPL;184.7500;184.7700;184.4700;184.7300;860100
353;2023-11-10 11:30:00;AAPL;184.7600;184.7700;184.4300;184.7500;1109677
354;2023-11-10 11:15:00;AAPL;184.9100;184.9400;184.6700;184.7500;1383347
355;2023-11-10 11:00:00;AAPL;184.3300;184.9400;184.3000;184.9050;2135608
356;2023-11-10 10:45:00;AAPL;184.0300;184.3200;183.9300;184.3200;1724277
357;2023-11-10 10:30:00;AAPL;183.7800;184.0500;183.6150;184.0200;1483991
358;2023-11-10 10:15:00;AAPL;184.0750;184.4900;183.7000;183.7800;2194941
359;2023-11-10 10:00:00;AAPL;184.1700;184.3900;183.5300;184.0600;2501769
360;2023-11-10 09:45:00;AAPL;184.7400;184.7900;184.1100;184.1800;2847685
361;2023-11-10 09:30:00;AAPL;183.9700;184.7500;183.6700;184.7400;4977018
362;2023-11-10 09:15:00;AAPL;183.4500;183.9700;183.2100;183.9700;164574
363;2023-11-10 09:00:00;AAPL;183.3600;183.4500;183.2100;183.4300;35749
364;2023-11-10 08:45:00;AAPL;183.2900;183.4900;183.1200;183.3700;46598
365;2023-11-10 08:30:00;AAPL;182.9200;183.3100;182.8800;183.1500;59811
366;2023-11-10 08:15:00;AAPL;183.0000;183.0700;182.8500;182.9200;21456
367;2023-11-10 08:00:00;AAPL;182.9200;183.0000;181.6700;183.0000;50115
368;2023-11-10 07:45:00;AAPL;182.8000;183.0000;182.7100;182.9400;23006
369;2023-11-10 07:30:00;AAPL;182.4800;182.8500;182.4500;182.8000;21281
370;2023-11-10 07:15:00;AAPL;182.1500;182.4900;182.1500;182.4400;13036
371;2023-11-10 07:00:00;AAPL;182.0900;182.2300;182.0000;182.2000;9505
372;2023-11-10 06:45:00;AAPL;181.9100;182.0900;181.8800;182.0800;3983
373;2023-11-10 06:30:00;AAPL;182.0900;182.0900;181.8800;181.8800;3626
374;2023-11-10 06:15:00;AAPL;182.0600;182.1700;182.0100;182.1100;4128
375;2023-11-10 06:00:00;AAPL;182.1800;182.2200;182.0800;182.0800;6200
376;2023-11-10 05:45:00;AAPL;181.9900;182.2800;181.9900;182.1800;8758
377;2023-11-10 05:30:00;AAPL;181.9500;182.0400;181.9000;181.9400;4484
378;2023-11-10 05:15:00;AAPL;182.0600;182.1200;181.9000;181.9500;2766
379;2023-11-10 05:00:00;AAPL;182.2100;182.2500;182.0000;182.0600;3208
380;2023-11-10 04:45:00;AAPL;181.9800;182.3800;181.9600;182.2000;7334
381;2023-11-10 04:30:00;AAPL;181.8600;181.9900;181.7800;181.9500;9271
382;2023-11-10 04:15:00;AAPL;182.0300;182.0700;181.8200;181.8900;12001
383;2023-11-10 04:00:00;AAPL;181.7600;182.3800;181.7600;182.0700;9711
384;2023-11-09 19:45:00;AAPL;181.9600;182.4000;181.8800;182.2000;6021
385;2023-11-09 19:30:00;AAPL;182.0100;182.0600;181.7900;182.0100;5470
386;2023-11-09 19:15:00;AAPL;182.1200;182.1400;181.9700;182.0200;7364
387;2023-11-09 19:00:00;AAPL;182.1300;182.1600;182.0400;182.1250;3335
388;2023-11-09 18:45:00;AAPL;182.1350;182.2000;182.0500;182.1300;17245
389;2023-11-09 18:30:00;AAPL;182.1490;182.2000;182.0200;182.1600;10287
390;2023-11-09 18:15:00;AAPL;182.0500;182.2200;182.0200;182.1500;39246
391;2023-11-09 18:00:00;AAPL;182.0500;182.3300;181.9700;182.0600;17297
392;2023-11-09 17:45:00;AAPL;182.2240;182.2300;182.0200;182.0400;18129
393;2023-11-09 17:30:00;AAPL;182.3040;189.6730;182.2090;182.2300;11018
394;2023-11-09 17:15:00;AAPL;182.2390;193.6250;174.2330;182.2800;4461
395;2023-11-09 17:00:00;AAPL;182.2290;182.3600;182.1990;182.2410;29934
396;2023-11-09 16:45:00;AAPL;182.2290;182.3400;182.1690;182.2500;928603
397;2023-11-09 16:30:00;AAPL;182.3090;182.3800;182.1690;182.2600;218026
398;2023-11-09 16:15:00;AAPL;182.1690;182.3900;182.0800;182.3100;107414
399;2023-11-09 16:00:00;AAPL;182.1990;182.4000;181.9700;182.3900;12622399
400;2023-11-09 15:45:00;AAPL;181.6800;182.2400;181.6000;182.2000;3662889
401;2023-11-09 15:30:00;AAPL;181.6100;181.8910;181.5900;181.6810;1460928
402;2023-11-09 15:15:00;AAPL;181.9700;182.0000;181.5700;181.6210;1985722
403;2023-11-09 15:00:00;AAPL;182.1300;182.1400;181.7800;181.9700;1383465
404;2023-11-09 14:45:00;AAPL;182.2090;182.3600;181.9200;182.1350;952187
405;2023-11-09 14:30:00;AAPL;182.5790;182.5900;182.0400;182.1900;1285849
406;2023-11-09 14:15:00;AAPL;182.3590;182.7400;182.1000;182.5790;1342625
407;2023-11-09 14:00:00;AAPL;182.8690;182.8690;182.1890;182.3600;1767039
408;2023-11-09 13:45:00;AAPL;183.1280;183.2190;182.7490;182.8780;2583711
409;2023-11-09 13:30:00;AAPL;183.4580;183.4890;182.9230;183.1190;1097557
410;2023-11-09 13:15:00;AAPL;183.2380;183.5980;182.9090;183.4580;1383467
411;2023-11-09 13:00:00;AAPL;183.6870;183.7280;182.4490;183.2290;2464880
412;2023-11-09 12:45:00;AAPL;183.4980;183.7730;183.4410;183.6880;1113808
413;2023-11-09 12:30:00;AAPL;183.3380;183.5190;183.2780;183.4980;915224
414;2023-11-09 12:15:00;AAPL;183.5080;183.5340;183.2680;183.3280;799211
415;2023-11-09 12:00:00;AAPL;183.7270;183.7480;183.3930;183.5130;1172565
416;2023-11-09 11:45:00;AAPL;183.3630;183.8780;183.3110;183.7280;1853906
417;2023-11-09 11:30:00;AAPL;183.2980;183.4780;183.2380;183.3630;1199692
418;2023-11-09 11:15:00;AAPL;183.4430;183.7380;183.2780;183.2930;1763317
419;2023-11-09 11:00:00;AAPL;183.1080;183.5780;183.0830;183.4380;1943650
420;2023-11-09 10:45:00;AAPL;182.8590;183.1390;182.7390;183.1190;1574982
421;2023-11-09 10:30:00;AAPL;182.3940;182.8690;182.2390;182.8690;1565978
422;2023-11-09 10:15:00;AAPL;182.8210;182.8850;182.3590;182.3900;1658469
423;2023-11-09 10:00:00;AAPL;183.0480;183.1740;182.3590;182.8290;1899363
424;2023-11-09 09:45:00;AAPL;182.6840;183.0690;182.4790;183.0580;2025885
425;2023-11-09 09:30:00;AAPL;182.7190;183.3090;182.6090;182.6790;3713680
426;2023-11-09 09:15:00;AAPL;182.4190;182.8590;182.3590;182.7190;91534
427;2023-11-09 09:00:00;AAPL;182.3840;182.4200;182.1590;182.3200;28170
428;2023-11-09 08:45:00;AAPL;182.0500;182.6500;182.0100;182.3900;29735
429;2023-11-09 08:30:00;AAPL;182.2490;182.2500;181.9600;182.0900;26319
430;2023-11-09 08:15:00;AAPL;182.0600;182.2500;182.0200;182.1600;31394
431;2023-11-09 08:00:00;AAPL;182.2190;182.6500;181.8300;182.0400;44206
432;2023-11-09 07:45:00;AAPL;182.1200;182.1900;182.0400;182.1200;15055
433;2023-11-09 07:30:00;AAPL;182.1590;182.1600;182.0600;182.1200;7298
434;2023-11-09 07:15:00;AAPL;182.2290;182.2400;182.0800;182.1600;7912
435;2023-11-09 07:00:00;AAPL;181.9600;182.4100;181.9000;182.2400;38532
436;2023-11-09 06:45:00;AAPL;181.9500;181.9910;181.8700;181.8800;3553
437;2023-11-09 06:30:00;AAPL;181.9100;181.9810;181.8800;181.9600;1918
438;2023-11-09 06:15:00;AAPL;182.0000;182.0400;181.8500;181.9100;5158
439;2023-11-09 06:00:00;AAPL;182.1300;182.1500;181.9600;182.0400;6340
440;2023-11-09 05:45:00;AAPL;182.1790;182.2400;182.0800;182.1300;6356
441;2023-11-09 05:30:00;AAPL;182.0000;182.2200;182.0000;182.1900;4415
442;2023-11-09 05:15:00;AAPL;181.9300;182.0600;181.9300;182.0100;3934
443;2023-11-09 05:00:00;AAPL;181.9000;181.9710;181.8600;181.9400;2666
444;2023-11-09 04:45:00;AAPL;181.8500;181.9410;181.8100;181.8600;4943
445;2023-11-09 04:30:00;AAPL;181.9500;182.0300;181.7400;181.8900;11026
446;2023-11-09 04:15:00;AAPL;182.1490;182.1900;181.2710;181.9500;19250
447;2023-11-09 04:00:00;AAPL;182.1890;182.5600;181.9200;182.1400;16631
448;2023-11-08 19:45:00;AAPL;182.3540;182.3900;182.1890;182.2000;13703
449;2023-11-08 19:30:00;AAPL;182.2840;182.3900;182.2590;182.3550;5136
450;2023-11-08 19:15:00;AAPL;182.2690;182.3400;182.2390;182.2850;3759
451;2023-11-08 19:00:00;AAPL;182.3190;182.5000;182.2590;182.3100;12142
452;2023-11-08 18:45:00;AAPL;182.3290;182.4300;182.2490;182.3600;8936
453;2023-11-08 18:30:00;AAPL;182.3240;182.4500;182.2890;182.3300;7736
454;2023-11-08 18:15:00;AAPL;182.3790;182.4800;182.2590;182.3950;1451
455;2023-11-08 18:00:00;AAPL;182.5490;182.5500;182.0900;182.3850;31033
456;2023-11-08 17:45:00;AAPL;182.5590;182.6100;182.5290;182.5590;2634
457;2023-11-08 17:30:00;AAPL;182.5590;182.6100;175.5250;182.5290;2525
458;2023-11-08 17:15:00;AAPL;182.5690;182.6500;182.4890;182.5790;16271
459;2023-11-08 17:00:00;AAPL;181.5800;182.6500;181.5800;182.5840;20092
460;2023-11-08 16:45:00;AAPL;182.5590;182.6500;182.4790;182.5190;30373
461;2023-11-08 16:30:00;AAPL;182.6240;182.6400;182.5390;182.5690;8787
462;2023-11-08 16:15:00;AAPL;182.4990;182.6700;182.4890;182.6290;104233
463;2023-11-08 16:00:00;AAPL;182.6640;182.7400;182.4790;182.4890;12291880
464;2023-11-08 15:45:00;AAPL;182.6890;182.7690;182.5130;182.6490;3720156
465;2023-11-08 15:30:00;AAPL;182.5490;182.7500;182.3820;182.6940;1611658
466;2023-11-08 15:15:00;AAPL;182.3440;182.5500;182.2390;182.5440;1235457
467;2023-11-08 15:00:00;AAPL;182.1890;182.3800;182.1690;182.3450;1483149
468;2023-11-08 14:45:00;AAPL;182.5490;182.5600;182.1300;182.1900;1050022
469;2023-11-08 14:30:00;AAPL;182.5390;182.6100;182.3690;182.5590;989849
470;2023-11-08 14:15:00;AAPL;182.5440;182.6500;182.4290;182.5340;890295
471;2023-11-08 14:00:00;AAPL;182.3490;182.5500;182.2890;182.5240;799263
472;2023-11-08 13:45:00;AAPL;182.4390;182.5070;182.2690;182.3530;600056
473;2023-11-08 13:30:00;AAPL;182.2690;182.4800;182.2190;182.4350;810388
474;2023-11-08 13:15:00;AAPL;182.0050;182.3400;181.9300;182.2700;1026248
475;2023-11-08 13:00:00;AAPL;181.9200;182.1700;181.7600;182.0090;1046654
476;2023-11-08 12:45:00;AAPL;181.9900;182.0200;181.7800;181.9100;724512
477;2023-11-08 12:30:00;AAPL;181.6600;182.0500;181.5000;181.9800;1217448
478;2023-11-08 12:15:00;AAPL;181.5600;181.8610;181.4900;181.6510;965872
479;2023-11-08 12:00:00;AAPL;181.7800;181.8310;181.3510;181.5710;1510565
480;2023-11-08 11:45:00;AAPL;182.1390;182.2600;181.7600;181.7700;1157119
481;2023-11-08 11:30:00;AAPL;181.9100;182.4150;181.8200;182.1400;1399035
482;2023-11-08 11:15:00;AAPL;182.2690;182.4600;181.7600;181.9100;1633589
483;2023-11-08 11:00:00;AAPL;182.3440;182.6100;182.1840;182.2750;1252685
484;2023-11-08 10:45:00;AAPL;182.7240;182.7450;182.2990;182.3400;1362971
485;2023-11-08 10:30:00;AAPL;182.2490;182.7300;182.0700;182.7290;2074474
486;2023-11-08 10:15:00;AAPL;182.7790;182.7890;182.1790;182.2580;1974433
487;2023-11-08 10:00:00;AAPL;182.7390;183.0890;182.0450;182.7820;3101536
488;2023-11-08 09:45:00;AAPL;182.5940;183.2090;182.5890;182.7190;3312683
489;2023-11-08 09:30:00;AAPL;182.1100;183.0690;181.9400;182.5810;4995744
490;2023-11-08 09:15:00;AAPL;181.6100;182.1700;181.5900;182.1700;80054
491;2023-11-08 09:00:00;AAPL;181.3210;181.6610;181.2710;181.6210;51281
492;2023-11-08 08:45:00;AAPL;181.3510;181.6460;181.2810;181.3110;18986
493;2023-11-08 08:30:00;AAPL;181.7200;181.7510;181.3010;181.3710;39978
494;2023-11-08 08:15:00;AAPL;181.6800;181.7610;181.6100;181.6610;12871
495;2023-11-08 08:00:00;AAPL;181.5800;181.8310;181.1510;181.7000;78412
496;2023-11-08 07:45:00;AAPL;181.5100;181.6110;181.4700;181.6110;7837
497;2023-11-08 07:30:00;AAPL;181.5300;181.5710;181.4800;181.4810;8164
498;2023-11-08 07:15:00;AAPL;181.4200;181.5910;181.4200;181.5210;5956
499;2023-11-08 07:00:00;AAPL;181.6100;181.6210;181.3710;181.4410;30550
500;2023-11-08 06:45:00;AAPL;181.6300;181.6310;181.5800;181.6110;1078
501;2023-11-08 06:30:00;AAPL;181.6500;181.6610;181.5800;181.6110;6170
502;2023-11-08 06:15:00;AAPL;181.6100;181.6510;181.5700;181.6210;2902
503;2023-11-08 06:00:00;AAPL;181.6400;181.6710;181.5600;181.5710;13842
504;2023-11-08 05:45:00;AAPL;181.6800;181.7310;181.6300;181.6610;5170
505;2023-11-08 05:30:00;AAPL;181.6300;181.7110;181.5700;181.6410;11314
506;2023-11-08 05:15:00;AAPL;181.7200;181.7210;181.5800;181.6310;3526
507;2023-11-08 05:00:00;AAPL;181.6800;181.7510;181.6400;181.7200;2740
508;2023-11-08 04:45:00;AAPL;181.6100;181.7210;181.5100;181.7000;7438
509;2023-11-08 04:30:00;AAPL;181.4200;181.6310;181.3900;181.6310;5139
510;2023-11-08 04:15:00;AAPL;181.4600;181.5010;181.3710;181.4310;5255
511;2023-11-08 04:00:00;AAPL;181.6900;181.6910;181.3810;181.4610;9781
512;2023-11-07 19:45:00;AAPL;181.6050;182.0600;181.5100;182.0400;28798
513;2023-11-07 19:30:00;AAPL;181.6850;181.7610;181.5200;181.6610;8969
514;2023-11-07 19:15:00;AAPL;181.6400;181.7110;181.6200;181.6610;5748
515;2023-11-07 19:00:00;AAPL;181.6400;181.6910;181.5900;181.6410;2209
516;2023-11-07 18:45:00;AAPL;181.6100;181.6810;181.5700;181.6360;6366
517;2023-11-07 18:30:00;AAPL;181.6200;181.7010;181.5600;181.6110;9455
518;2023-11-07 18:15:00;AAPL;181.5600;181.6410;181.5600;181.6110;4396
519;2023-11-07 18:00:00;AAPL;181.6000;181.6410;181.4900;181.5960;6121
520;2023-11-07 17:45:00;AAPL;181.6100;181.6410;181.5800;181.6410;3779
521;2023-11-07 17:30:00;AAPL;181.6100;181.6510;181.5600;181.6310;7914
522;2023-11-07 17:15:00;AAPL;181.6600;181.6810;176.6360;181.6110;70964
523;2023-11-07 17:00:00;AAPL;178.9940;181.7110;178.9940;181.7000;121472
524;2023-11-07 16:45:00;AAPL;181.5900;181.6410;181.5100;181.6210;24321
525;2023-11-07 16:30:00;AAPL;181.5650;181.6410;181.5200;181.6110;16718
526;2023-11-07 16:15:00;AAPL;181.5800;181.8710;176.2170;181.5610;512862
527;2023-11-07 16:00:00;AAPL;181.6400;181.7210;181.4900;181.5760;20345036
528;2023-11-07 15:45:00;AAPL;181.8500;181.9010;181.3110;181.6410;6285223
529;2023-11-07 15:30:00;AAPL;181.9550;182.1000;181.8050;181.8600;1857264
530;2023-11-07 15:15:00;AAPL;181.7900;182.0500;181.6900;181.9550;1557653
531;2023-11-07 15:00:00;AAPL;181.8100;182.0000;181.6650;181.7900;1325396
532;2023-11-07 14:45:00;AAPL;181.8100;181.9660;181.6600;181.8000;1300367
533;2023-11-07 14:30:00;AAPL;182.1100;182.1900;181.8000;181.8000;1330526
534;2023-11-07 14:15:00;AAPL;182.0690;182.1550;181.9310;182.1010;993771
535;2023-11-07 14:00:00;AAPL;182.1300;182.1900;181.9600;182.0650;1069818
536;2023-11-07 13:45:00;AAPL;181.7700;182.2000;181.7400;182.1300;1802168
537;2023-11-07 13:30:00;AAPL;181.7780;181.9410;181.6900;181.7600;1353959
538;2023-11-07 13:15:00;AAPL;181.7030;181.8510;181.5850;181.7750;1422012
539;2023-11-07 13:00:00;AAPL;181.3410;181.9210;181.2860;181.7050;2401593
540;2023-11-07 12:45:00;AAPL;181.0810;181.3510;181.0110;181.3360;1166615
541;2023-11-07 12:30:00;AAPL;180.9360;181.1520;180.6960;181.0860;1217972
542;2023-11-07 12:15:00;AAPL;181.1010;181.1620;180.2820;180.9360;3383823
543;2023-11-07 12:00:00;AAPL;181.2410;181.2510;180.8410;181.0960;1353102
544;2023-11-07 11:45:00;AAPL;181.1220;181.3310;180.9410;181.2310;1317674
545;2023-11-07 11:30:00;AAPL;181.2160;181.4010;180.9610;181.1310;1438811
546;2023-11-07 11:15:00;AAPL;181.1690;181.3560;180.9360;181.2160;1808862
547;2023-11-07 11:00:00;AAPL;180.9760;181.2070;180.8410;181.1610;1721976
548;2023-11-07 10:45:00;AAPL;180.5670;181.0320;180.2920;180.9760;2391058
549;2023-11-07 10:30:00;AAPL;180.4570;180.7520;180.4070;180.5570;2268183
550;2023-11-07 10:15:00;AAPL;180.0420;180.5820;179.9020;180.4720;2425838
551;2023-11-07 10:00:00;AAPL;179.9520;180.4430;179.9520;180.0530;2648827
552;2023-11-07 09:45:00;AAPL;179.4930;180.2930;178.8440;179.9580;3321561
553;2023-11-07 09:30:00;AAPL;178.9440;179.7630;178.7340;179.4950;5281994
554;2023-11-07 09:15:00;AAPL;178.5740;178.9940;178.5590;178.9940;148397
555;2023-11-07 09:00:00;AAPL;178.6340;178.6550;178.3640;178.5750;46063
556;2023-11-07 08:45:00;AAPL;178.5840;178.6650;178.4740;178.6350;26398
557;2023-11-07 08:30:00;AAPL;178.4840;178.7450;178.4540;178.5850;30875
558;2023-11-07 08:15:00;AAPL;178.6240;178.6550;178.4440;178.4750;17399
559;2023-11-07 08:00:00;AAPL;178.2450;178.9940;177.9420;178.6250;2209846
560;2023-11-07 07:45:00;AAPL;178.2650;178.4550;178.2350;178.3950;8566
561;2023-11-07 07:30:00;AAPL;178.2950;178.3650;178.2350;178.2650;4467
562;2023-11-07 07:15:00;AAPL;178.2750;178.4250;178.2450;178.3050;12177
563;2023-11-07 07:00:00;AAPL;178.2350;178.2950;178.0950;178.2450;20094
564;2023-11-07 06:45:00;AAPL;178.0650;178.2150;178.0550;178.1950;2325
565;2023-11-07 06:30:00;AAPL;178.1350;178.1360;177.9650;178.0650;31496
566;2023-11-07 06:15:00;AAPL;178.2150;178.2450;178.1050;178.1350;4508
567;2023-11-07 06:00:00;AAPL;178.3250;178.3650;178.1950;178.2350;1931
568;2023-11-07 05:45:00;AAPL;178.2450;178.3350;178.1950;178.3250;2440
569;2023-11-07 05:30:00;AAPL;178.4040;178.4250;178.2250;178.2650;1462
570;2023-11-07 05:15:00;AAPL;178.1950;178.4950;178.1650;178.4050;5280
571;2023-11-07 05:00:00;AAPL;178.2350;178.2450;178.1350;178.1950;2499
572;2023-11-07 04:45:00;AAPL;178.2550;178.2850;178.1950;178.2350;1328
573;2023-11-07 04:30:00;AAPL;178.3250;178.3950;178.1950;178.2650;2734
574;2023-11-07 04:15:00;AAPL;178.5040;178.5350;178.2850;178.2850;3682
575;2023-11-07 04:00:00;AAPL;178.7440;178.7450;178.4040;178.5350;6485
576;2023-11-06 19:45:00;AAPL;178.7240;178.7450;178.6140;178.7440;10746
577;2023-11-06 19:30:00;AAPL;178.7440;178.7650;178.6940;178.7240;2212
578;2023-11-06 19:15:00;AAPL;178.7240;178.7650;178.7040;178.7440;2779
579;2023-11-06 19:00:00;AAPL;178.7540;178.7650;178.6440;178.7240;4043
580;2023-11-06 18:45:00;AAPL;178.6940;178.9940;178.6740;178.7640;12133
581;2023-11-06 18:30:00;AAPL;178.6940;178.7150;178.6740;178.6990;3612
582;2023-11-06 18:15:00;AAPL;178.7940;178.8150;178.6740;178.6940;9758
583;2023-11-06 18:00:00;AAPL;178.8240;182.4900;178.7640;178.8140;3723
584;2023-11-06 17:45:00;AAPL;178.8390;178.8850;178.8140;178.8340;4609
585;2023-11-06 17:30:00;AAPL;178.8440;178.8650;178.8140;178.8140;5092
586;2023-11-06 17:15:00;AAPL;178.8190;178.8450;178.8140;178.8290;8410
587;2023-11-06 17:00:00;AAPL;178.8640;178.9300;178.7940;178.8240;18037
588;2023-11-06 16:45:00;AAPL;178.8040;178.8650;178.7340;178.8490;12073
589;2023-11-06 16:30:00;AAPL;178.7940;178.9940;178.6940;178.8140;90702
590;2023-11-06 16:15:00;AAPL;178.9340;178.9940;178.7740;178.7940;39199
591;2023-11-06 16:00:00;AAPL;179.0640;179.0940;178.7440;178.9240;14606853
592;2023-11-06 15:45:00;AAPL;178.6240;179.0940;178.4640;179.0540;4852691
593;2023-11-06 15:30:00;AAPL;178.8740;178.9450;178.6240;178.6250;1813987
594;2023-11-06 15:15:00;AAPL;179.0040;179.0140;178.7840;178.8640;1081613
595;2023-11-06 15:00:00;AAPL;178.9740;179.0840;178.8140;179.0040;1539462
596;2023-11-06 14:45:00;AAPL;178.7140;178.9840;178.6940;178.9740;1404981
597;2023-11-06 14:30:00;AAPL;178.5140;178.8250;178.4440;178.7240;1360081
598;2023-11-06 14:15:00;AAPL;178.0000;178.5300;177.9600;178.5250;1010186
599;2023-11-06 14:00:00;AAPL;178.1250;178.2450;177.8850;177.9950;1050608
600;2023-11-06 13:45:00;AAPL;178.1450;178.2650;177.9450;178.1160;1063014
601;2023-11-06 13:30:00;AAPL;178.0900;178.2150;177.7850;178.1450;1131973
602;2023-11-06 13:15:00;AAPL;178.2160;178.2850;177.7750;178.0950;1453908
603;2023-11-06 13:00:00;AAPL;178.6540;178.6580;178.1250;178.2150;1129045
604;2023-11-06 12:45:00;AAPL;178.7340;178.7750;178.4140;178.6550;1122279
605;2023-11-06 12:30:00;AAPL;178.6490;178.8250;178.4040;178.7390;1205387
606;2023-11-06 12:15:00;AAPL;178.7340;178.7650;178.4740;178.6540;928822
607;2023-11-06 12:00:00;AAPL;179.0190;179.0290;178.5740;178.7330;1349383
608;2023-11-06 11:45:00;AAPL;178.7420;179.1540;178.6240;179.0240;1432997
609;2023-11-06 11:30:00;AAPL;178.8540;178.9000;178.5640;178.7440;1314968
610;2023-11-06 11:15:00;AAPL;179.0840;179.1940;178.7690;178.8540;1788136
611;2023-11-06 11:00:00;AAPL;178.5140;179.0940;178.4840;179.0940;2263565
612;2023-11-06 10:45:00;AAPL;178.5340;178.5450;178.0170;178.5200;1743247
613;2023-11-06 10:30:00;AAPL;178.0250;178.8250;177.9750;178.5320;2384017
614;2023-11-06 10:15:00;AAPL;177.8350;178.2000;177.7050;178.0250;2292307
615;2023-11-06 10:00:00;AAPL;178.3540;178.6250;177.6650;177.8260;3150033
616;2023-11-06 09:45:00;AAPL;177.5160;178.5150;176.2170;178.3450;4267143
617;2023-11-06 09:30:00;AAPL;176.1470;177.9460;175.9780;177.5060;6799956
618;2023-11-06 09:15:00;AAPL;176.0970;176.3180;173.4160;176.1180;146386
619;2023-11-06 09:00:00;AAPL;176.0870;176.3580;175.9980;176.0780;58338
620;2023-11-06 08:45:00;AAPL;176.0170;176.1680;175.9480;175.9980;50472
621;2023-11-06 08:30:00;AAPL;175.9780;176.0580;175.9180;176.0180;53629
622;2023-11-06 08:15:00;AAPL;176.0180;176.0580;175.8380;175.9680;63251
623;2023-11-06 08:00:00;AAPL;176.5670;177.0170;175.9580;176.0080;2339897
624;2023-11-06 07:45:00;AAPL;176.3370;176.3480;176.0870;176.1880;41938
625;2023-11-06 07:30:00;AAPL;176.1270;176.4480;176.1270;176.3280;27824
626;2023-11-06 07:15:00;AAPL;176.3470;176.3680;176.1170;176.1480;43157
627;2023-11-06 07:00:00;AAPL;176.5770;176.6080;176.2670;176.3580;34726
628;2023-11-06 06:45:00;AAPL;176.5070;176.5980;176.4770;176.5670;6264
629;2023-11-06 06:30:00;AAPL;176.3770;176.5180;176.3570;176.4970;5367
